date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-05-20,0,left,1657770334743941124,https://twitter.com/FootyScran/status/1657770334743941124,6.75,88.8,2023,Chicken gyros box,With chips underneath,Hull City,ENG,0_left.webp,https://scrandle.com/media/o/FwGVVP-XgAENihF.webp,scrandle,center,379.1868109879755
2025-05-20,0,right,1687900486723162112,https://twitter.com/FootyScran/status/1687900486723162112,4.5,8.4,2023,Burger,,Dundee United,SCO,0_right.webp,https://scrandle.com/media/o/F2ygi4YWsAI3UkJ.webp,scrandle,center,215.97869258348828
2025-05-20,1,left,1593684512088670208,https://twitter.com/FootyScran/status/1593684512088670208,6.0,22.5,2022,Cheeseburger,,Portsmouth FC,ENG,1_left.webp,https://scrandle.com/media/o/Fh3nmn3X0AI-jvh.webp,twitter,center,254.76580236637105
2025-05-20,1,right,1580232164595359744,https://twitter.com/FootyScran/status/1580232164595359744,4.6,9.9,2022,Bacon roll,,Reading FC,ENG,1_right.webp,https://scrandle.com/media/o/Fe4cxaYXkAEEPKD.webp,scrandle,center,98.84878599469917
2025-05-20,2,left,1671125612419862529,https://twitter.com/FootyScran/status/1671125612419862529,20.0,34.8,2023,Nacho sharer,,Arsenal,ENG,2_left.webp,https://scrandle.com/media/o/FzEH4wrX0AAZB-h.webp,scrandle,center,409.6109419644559
2025-05-20,2,right,1716429107481694682,https://twitter.com/FootyScran/status/1716429107481694682,6.0,90.1,2023,Butter chicken tikka and rice,,Preston North End,ENG,2_right.webp,https://scrandle.com/media/o/F9H7LJaXsAA-6T-.webp,scrandle,center,482.6870206829902
2025-05-20,3,left,1721893290008780840,https://twitter.com/FootyScran/status/1721893290008780840,5.5,85.0,2023,"Pie, chips and gravy",,Matlock Town,ENG,3_left.webp,https://scrandle.com/media/o/F-Vk0WfboAA9x9l.webp,scrandle,center,324.77697815530325
2025-05-20,3,right,1743648572376010913,https://twitter.com/FootyScran/status/1743648572376010913,3.6,90.1,2024,Footlong sausage roll,,Swindon Town,ENG,3_right.webp,https://scrandle.com/media/o/GDKvIYSXQAARC5H.webp,scrandle,center,393.91583579612103
2025-05-20,4,left,1518566571513417729,https://twitter.com/FootyScran/status/1518566571513417729,5.0,62.0,2022,Pie and chips,With mushy peas and curry sauce,Altrincham FC,ENG,4_left.webp,https://scrandle.com/media/o/FRMIPmjXEAAOrGV.webp,scrandle,center,329.0470572370666
2025-05-20,4,right,1492450128984264705,https://twitter.com/FootyScran/status/1492450128984264705,7.8,90.9,2022,Chicken tenders and waffle chips,,Melbourne Victory,AUS,4_right.webp,https://scrandle.com/media/o/FLY_euIXoAENE5l.webp,scrandle,center,610.6744777947824
2025-05-20,5,left,1656000767092826117,https://twitter.com/FootyScran/status/1656000767092826117,1.0,31.7,2023,Kacsazsiros kenyer,Bread with lard and onions,Újpest FC,HUN,5_left.webp,https://scrandle.com/media/o/FvtL6rhXgAALo6K.webp,scrandle,center,131.19633567135975
2025-05-20,5,right,1545730839622959110,https://twitter.com/FootyScran/status/1545730839622959110,3.0,12.4,2022,Sausage roll,,York City,ENG,5_right.webp,https://scrandle.com/media/o/FXOKAS3WAAEzulc.webp,scrandle,center,168.7339577046286
2025-05-20,6,left,1662816055746592768,https://twitter.com/FootyScran/status/1662816055746592768,10.0,88.4,2023,Argentinian BBQ,,Aston Villa,ENG,6_left.webp,https://scrandle.com/media/o/FxOCY1zWcAgitH0.webp,scrandle,center,386.0591372616692
2025-05-20,6,right,1713192958558674944,https://twitter.com/FootyScran/status/1713192958558674944,3.9,8.3,2023,Cheeseburger,,Hartlepool United,ENG,6_right.webp,https://scrandle.com/media/o/F8Z76YKWIAACJuk.webp,scrandle,center,206.83846947357168
2025-05-20,7,left,1484513891665293323,https://twitter.com/FootyScran/status/1484513891665293323,6.0,55.6,2022,Double cheese smash burger,,Lincoln City,ENG,7_left.webp,https://scrandle.com/media/o/FJoNg2rX0AYXhyT.webp,scrandle,center,619.9928923326523
2025-05-20,7,right,1509171361750700039,https://twitter.com/FootyScran/status/1509171361750700039,4.0,86.3,2022,Bacon cheeseburger,,Horley Town,ENG,7_right.webp,https://scrandle.com/media/o/FPGnWjPXEAQisrf.webp,scrandle,center,471.5615865974125
2025-05-20,8,left,1898364204026831192,https://x.com/FootyScran/status/1898364204026831192,7.5,86.2,2025,Bombay chicken curry,"With a garlic & coriander naan, rice and mango chutney",Brighton and Hove Albion,ENG,8_left.webp,https://scrandle.com/media/o/GlhYLXYWgAAhu5K.webp,scrandle,center,489.35470531819993
2025-05-20,8,right,1565452632277372932,https://twitter.com/FootyScran/status/1565452632277372932,1.6,87.2,2022,Caramel and chocolate churros,,Flamengo,BRA,8_right.webp,https://scrandle.com/media/o/Fbma3fdX0AYVT9Y.webp,scrandle,center,439.2404693888283
2025-05-20,9,left,1571149417188818945,https://twitter.com/FootyScran/status/1571149417188818945,11.0,74.3,2022,"Chips, chicken and chip shop curry sauce",,Aston Villa,ENG,9_left.webp,https://scrandle.com/media/o/Fc3YEBZWYAAE8ni.webp,scrandle,center,320.41159378715946
2025-05-20,9,right,1703743454096875945,https://twitter.com/FootyScran/status/1703743454096875945,4.2,79.2,2023,Cheese and chorizo turnover,,Vitoria SC,POR,9_right.webp,https://scrandle.com/media/o/F6TppBxXYAAawNg.webp,scrandle,center,313.3694233483836
