date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-12-27,0,left,1791850140023627787,https://x.com/groundopper/status/1791850140023627787,0.0,81.79,2024,574,1369,292,3,0_left.webp,https://scrandle.com/media/o/GN3uKsLXcAEeui5.webp,scrandle,center,640.5901327817542
2025-12-27,0,right,1916480479127089167,https://x.com/FootyScran/status/1916480479127089167,7.35,70.38,2025,174,120,2832,6,0_right.webp,https://scrandle.com/media/o/Gpi0cYKWUAANsVN.webp,scrandle,center,516.6154494099334
2025-12-27,1,left,1863570749174202467,https://x.com/cal_hallum/status/1863570749174202467,7.0,83.29,2024,173,2605,2833,3,1_left.webp,https://scrandle.com/media/o/Gdy7txZWAAEAI8Q.webp,scrandle,center,585.6765946651915
2025-12-27,1,right,1843366936912232546,https://x.com/SportScran/status/1843366936912232546,10.0,66.39,2024,1137,1299,26,3,1_right.webp,https://scrandle.com/media/o/GZT0dT_WEAA7SKg.webp,scrandle,center,471.37753982862586
2025-12-27,2,left,1888341145958125942,https://x.com/DaSilva55/status/1888341145958125942,6.0,78.01,2025,2282,758,2784,3,2_left.webp,https://scrandle.com/media/o/GjS8Q5-XYAA46mh.webp,scrandle,center,643.3868016092831
2025-12-27,2,right,1541047718780485633,https://x.com/FootyScran/status/1541047718780485633,7.0,71.45,2022,3200,3760,217,4,2_right.webp,https://scrandle.com/media/o/FWLmuo1XEAAGy2C.webp,scrandle,center,433.3786842186335
2025-12-27,3,left,1743648572376010913,https://twitter.com/FootyScran/status/1743648572376010913,3.6,90.1,2024,453,2,200,3,3_left.webp,https://scrandle.com/media/o/GDKvIYSXQAARC5H.webp,scrandle,center,394.41974774986926
2025-12-27,3,right,1713192958558674944,https://twitter.com/FootyScran/status/1713192958558674944,3.9,8.3,2023,11,2,116,3,3_right.webp,https://scrandle.com/media/o/F8Z76YKWIAACJuk.webp,scrandle,center,207.28047699564496
2025-12-27,4,left,1687436762602196992,https://twitter.com/FootyScran/status/1687436762602196992,7.2,91.8,2023,1628,2,502,10,4_left.webp,https://scrandle.com/media/o/F2r6ygLXIAAbliz.webp,scrandle,center,502.4505618848635
2025-12-27,4,right,1772684884659556600,https://x.com/FootyScran/status/1772684884659556600,5.0,74.8,2024,385,2,370,3,4_right.webp,https://scrandle.com/media/o/GJnXfwlWcAECDkn.webp,scrandle,center,219.97402566863752
2025-12-27,5,left,1481345893672620037,https://x.com/FootyScran/status/1481345893672620037,0.0,40.4,2022,3201,314,63,3,5_left.webp,https://scrandle.com/media/o/FI7MPE0WUAklDPs.webp,scrandle,center,304.5676607665007
2025-12-27,5,right,1853004399116730757,https://x.com/FootyScran/status/1853004399116730757,8.2,60.79,2024,345,2,122,10,5_right.webp,https://scrandle.com/media/o/GbbwsKBbwAAeGaF.webp,scrandle,center,450.4483895714053
2025-12-27,6,left,1944716260270325867,https://x.com/Chaddyfcjnrs/status/1944716260270325867,,79.78,2025,3202,2,218,3,6_left.webp,https://scrandle.com/media/o/Gv0FIWGXoAAFOpV.webp,scrandle,center,537.0045076267645
2025-12-27,6,right,1565278185570312192,https://x.com/FootyScran/status/1565278185570312192,11.9,22.9,2022,2348,2606,2074,4,6_right.webp,https://scrandle.com/media/o/Fbj8NouXwAI-7R0.webp,scrandle,center,251.87415949145907
2025-12-27,7,left,1829938514986742161,https://x.com/Acrosby_sl6/status/1829938514986742161,5.05,66.61,2024,3203,3761,4129,4400,7_left.webp,https://scrandle.com/media/o/GWU_X_5WIAA-mV2.webp,scrandle,center,448.3056939392534
2025-12-27,7,right,1786776292844544499,https://x.com/groundopper/status/1786776292844544499,4.0,60.38,2024,42,2,2834,3,7_right.webp,https://scrandle.com/media/o/GMvnjdjWEAA--k7.webp,scrandle,center,547.5058075862707
2025-12-27,8,left,1873386200113062180,https://x.com/thebhoyQuinn/status/1873386200113062180,9.0,51.64,2024,2228,2,157,8,8_left.webp,https://scrandle.com/media/o/Gf-ahPTX0AA8PXY.webp,scrandle,bottom,368.48284865073856
2025-12-27,8,right,1874096790108327955,https://x.com/SportScran/status/1874096790108327955,11.9,89.08,2024,1122,130,63,3,8_right.webp,https://scrandle.com/media/o/GgIhGI1W4AAEagZ.webp,scrandle,center,586.2919208506097
2025-12-27,9,left,1566041901937065984,https://x.com/FootyScran/status/1566041901937065984,7.5,43.57,2022,3204,95,4130,75,9_left.webp,https://scrandle.com/media/o/FbuyzRXWAAENje5.webp,scrandle,center,289.64733185445886
2025-12-27,9,right,1781706740079227207,https://x.com/Juicybrucy24/status/1781706740079227207,6.5,76.77,2024,1211,2,805,3,9_right.webp,https://scrandle.com/media/o/GLnk1YKWYAAa7pe.webp,scrandle,center,537.4290161718819
