date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-07-04,0,left,1687627956611321856,https://twitter.com/FootyScran/status/1687627956611321856,7.0,27.1,2023,The Bahama Mama,,Columbus Crew,USA,0_left.webp,https://scrandle.com/media/o/F2uorikXYAA4z1A.webp,scrandle,center,739.8222302086468
2025-07-04,0,right,1685688127812247552,https://twitter.com/FootyScran/status/1685688127812247552,10.5,17.7,2023,Cheeseburger,,San Diego,USA,0_right.webp,https://scrandle.com/media/o/F2TEaLAW8AA34-S.webp,scrandle,center,824.2872306401865
2025-07-04,1,left,1634726725329338370,https://twitter.com/FootyScran/status/1634726725329338370,8.3,38.5,2023,22oz beer boot,,FC Cincinnati,USA,1_left.webp,https://scrandle.com/media/o/Fq-3SqdX0AE-pg7.webp,scrandle,center,950.940027661603
2025-07-04,1,right,1500961686957744132,https://twitter.com/FootyScran/status/1500961686957744132,6.8,26.3,2022,Sonoran hot dog,,Austin FC,USA,1_right.webp,https://scrandle.com/media/o/FNR8saiXwAEfOhA.webp,scrandle,center,862.7779741138535
2025-07-04,2,left,1502361185638825984,https://twitter.com/FootyScran/status/1502361185638825984,15.0,19.8,2022,Pizza slice,With a can of beer,Chicago Fire FC,USA,2_left.webp,https://scrandle.com/media/o/FNl1iJvXwAMxM1s.webp,scrandle,center,937.8187535914227
2025-07-04,2,right,1629958079163904000,https://twitter.com/FootyScran/status/1629958079163904000,9.2,10.4,2023,Pulled pork sandwich,,Charlotte FC,USA,2_right.webp,https://scrandle.com/media/o/Fp7GO22WYAEORa9.webp,scrandle,center,807.6121726786404
2025-07-04,3,left,1765183135937913219,https://x.com/FootyScran/status/1765183135937913219,42.5,32.8,2024,Two pork belly sandwiches,With 4 egg rolls and chips,Houston Dynamo FC,USA,3_left.webp,https://scrandle.com/media/o/GH8ws_vXAAAVo0c.webp,scrandle,center,967.8131949877827
2025-07-04,3,right,1688644803154604032,https://twitter.com/FootyScran/status/1688644803154604032,10.2,5.2,2023,Sicilian pizza slice,,Allegiant Stadium,USA,3_right.webp,https://scrandle.com/media/o/F29FfzsXsAAHXw1.webp,scrandle,center,931.9239268016887
2025-07-04,4,left,1487140761468608512,https://twitter.com/FootyScran/status/1487140761468608512,0.0,8.4,2022,Mystery scran,No price data,USA,USA,4_left.webp,https://scrandle.com/media/o/FKNio4-WYAEp20t.webp,scrandle,center,675.0122797262592
2025-07-04,4,right,1623071819455504384,https://twitter.com/FootyScran/status/1623071819455504384,8.3,38.3,2023,Pulled pork nachos,,FC Cincinnati,USA,4_right.webp,https://scrandle.com/media/o/FoZPDbsXwAEy6p-.webp,scrandle,center,802.495542830564
2025-07-04,5,left,1642642291536941056,https://twitter.com/FootyScran/status/1642642291536941056,32.5,10.9,2023,"Hot dog, loaded fries and a beer",,Colorado Rapids,USA,5_left.webp,https://scrandle.com/media/o/FsvWc9tWwAE-hX_.webp,scrandle,center,919.9188007393873
2025-07-04,5,right,1702402982543810827,https://twitter.com/FootyScran/status/1702402982543810827,18.0,21.9,2023,Pizza and beer,,Chicago Red Stars,USA,5_right.webp,https://scrandle.com/media/o/F6AmfI4XEAA3l8n.webp,scrandle,center,832.0827830089626
2025-07-04,6,left,1686508798737825792,https://twitter.com/FootyScran/status/1686508798737825792,7.8,16.3,2023,Chicago style hot dog,,Chicago Fire FC,USA,6_left.webp,https://scrandle.com/media/o/F2euz8qbQAMyaif.webp,scrandle,center,824.4044250851757
2025-07-04,6,right,1503133374491336706,https://twitter.com/FootyScran/status/1503133374491336706,5.3,30.1,2022,Bacon on a stick,,New York City FC,USA,6_right.webp,https://scrandle.com/media/o/FNwz1d2XoAUbeMx.webp,scrandle,center,951.6996021841901
2025-07-04,7,left,1491474006427508741,https://twitter.com/FootyScran/status/1491474006427508741,12.0,17.3,2022,Beef kafta,,USA v Honduras,USA,7_left.webp,https://scrandle.com/media/o/FLLHrWdXsAAKxxS.webp,scrandle,center,850.4698440450937
2025-07-04,7,right,1703511480593768737,https://twitter.com/FootyScran/status/1703511480593768737,12.2,13.0,2023,Purple Philly cheesesteak,,Orlando City SC,USA,7_right.webp,https://scrandle.com/media/o/F6QWqWxW4AA2Lxn.webp,scrandle,center,858.9711398716404
2025-07-04,8,left,1522607487530250241,https://twitter.com/FootyScran/status/1522607487530250241,12.0,20.7,2022,Pulled pork sandwich,,Seattle Sounders FC,USA,8_left.webp,https://scrandle.com/media/o/FSFjb0MWUAIVFoy.webp,scrandle,center,869.2985668422327
2025-07-04,8,right,1689075953660465154,https://twitter.com/FootyScran/status/1689075953660465154,8.5,32.4,2023,Sonoran hot dog,,Austin FC,USA,8_right.webp,https://scrandle.com/media/o/F3DNoDyXkAEV3G0.webp,scrandle,center,851.5682642403125
2025-07-04,9,left,1492125462734254090,https://twitter.com/FootyScran/status/1492125462734254090,13.5,32.7,2022,Garlic fries and cheese pizza,,USA v Honduras,USA,9_left.webp,https://scrandle.com/media/o/FLUYMpBX0AIBUIw.webp,scrandle,center,1005.9842310476828
2025-07-04,9,right,1686151034786177024,https://twitter.com/FootyScran/status/1686151034786177024,9.5,37.2,2023,The Skyrosa,Cheese coney on top of a pizza slice,FC Cincinnati,USA,9_right.webp,https://scrandle.com/media/o/F2ZpbdqX0AA3hJD.webp,scrandle,center,967.4254999546599
